Row ID,Order ID,Order Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,Latitude,Longitude,Region_Lat,Region_Lon,distance,base_days,lead_time_days,Ship Date
1774,US-2021-112158-CHO-SCR-58000,02-12-2024,First Class,112158,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,28.8,8,20,8.8,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,2.910669373,6,08-12-2024
1775,US-2021-154095-CHO-SCR-58000,02-12-2024,Standard Class,154095,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15,6.6,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,8.147613545,12,14-12-2024
1776,US-2021-103807-CHO-FUD-51000,02-12-2024,Standard Class,103807,United States,Sandy Springs,Georgia,30328,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,30,-90,1295.276468,6.261627583,10,12-12-2024
1777,US-2021-154095-CHO-TRI-54000,02-12-2024,Standard Class,154095,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,7.752538824,8,10-12-2024
1778,US-2021-103807-CHO-MIL-31000,02-12-2024,Standard Class,103807,United States,Sandy Springs,Georgia,30328,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,32.076176,-81.088371,30,-90,546.155462,6.750412496,8,10-12-2024
1779,US-2021-132864-CHO-FUD-51000,02-12-2024,Standard Class,132864,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,6.018682488,10,12-12-2024
1780,US-2021-112158-CHO-SCR-58000,02-12-2024,First Class,112158,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,2.681743159,8,10-12-2024
1781,CA-2021-123664-CHO-MIL-31000,02-12-2024,Standard Class,123664,Canada,Halifax,Nova Scotia,B3H,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,5.153705396,6,08-12-2024
1782,CA-2021-117964-CHO-TRI-54000,02-12-2024,Standard Class,117964,Canada,Moncton,New Brunswick,E1A,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,8.607047969,11,13-12-2024
1783,CA-2021-117964-CHO-NUT-13000,02-12-2024,Standard Class,117964,Canada,Moncton,New Brunswick,E1A,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,6.845909858,11,13-12-2024
1784,US-2021-164861-CHO-FUD-51000,03-12-2024,Second Class,164861,United States,Saint Louis,Missouri,63116,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,4.274402954,8,11-12-2024
1785,US-2021-122749-CHO-NUT-13000,03-12-2024,Standard Class,122749,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,7.637415689,10,13-12-2024
1786,US-2021-127187-CHO-SCR-58000,04-12-2024,Standard Class,127187,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,8.580470963,12,16-12-2024
1787,CA-2021-119508-CHO-NUT-13000,04-12-2024,Standard Class,119508,Canada,Vancouver,British Columbia,V6B,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,7.546678729,8,12-12-2024
1788,CA-2021-119508-CHO-FUD-51000,04-12-2024,Standard Class,119508,Canada,Vancouver,British Columbia,V6B,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,7.455734339,8,12-12-2024
1789,US-2021-150203-CHO-SCR-58000,05-12-2024,First Class,150203,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15,6.6,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,1.133304081,3,08-12-2024
1790,US-2021-106376-OTH-LIC-15000,05-12-2024,Standard Class,106376,United States,Gilbert,Arizona,85234,Other,Pacific,OTH-LIC-15000,Lickable Wallpaper,160,8,80,80,Secret Factory,41.446333,-90.565487,37,-120,1595.998443,7.073632088,10,15-12-2024
1791,US-2021-133830-CHO-NUT-13000,05-12-2024,Standard Class,133830,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,5.600676003,7,12-12-2024
1792,US-2021-151162-CHO-FUD-51000,05-12-2024,Standard Class,151162,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,7.949735075,13,18-12-2024
1793,US-2021-125542-CHO-NUT-13000,05-12-2024,First Class,125542,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,2.024443842,6,11-12-2024
1794,US-2021-133830-CHO-TRI-54000,05-12-2024,Standard Class,133830,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,7.720911117,12,17-12-2024
1795,US-2021-151162-CHO-TRI-54000,05-12-2024,Standard Class,151162,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,5.166691602,8,13-12-2024
1796,US-2021-133830-CHO-SCR-58000,05-12-2024,Standard Class,133830,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,5.339168064,8,13-12-2024
1797,US-2021-151162-OTH-LIC-15000,05-12-2024,Standard Class,151162,United States,Columbus,Ohio,43229,Other,Atlantic,OTH-LIC-15000,Lickable Wallpaper,60,3,30,30,Secret Factory,41.446333,-90.565487,39,-76,785.2031668,7.865293552,9,14-12-2024
1798,US-2021-125542-CHO-TRI-54000,05-12-2024,First Class,125542,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,1.144168672,2,07-12-2024
1799,US-2021-138296-CHO-TRI-54000,05-12-2024,Standard Class,138296,United States,Alexandria,Virginia,22304,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,30,-90,546.155462,5.285026911,8,13-12-2024
1800,US-2021-166191-CHO-SCR-58000,05-12-2024,Second Class,166191,United States,Decatur,Illinois,62521,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,3.02421695,4,09-12-2024
1801,US-2021-166191-CHO-NUT-13000,05-12-2024,Second Class,166191,United States,Decatur,Illinois,62521,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,4.913002797,9,14-12-2024
1802,US-2021-151162-CHO-TRI-54000,05-12-2024,Standard Class,151162,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,7.950033438,8,13-12-2024
1803,US-2021-151162-OTH-GUM-21000,05-12-2024,Standard Class,151162,United States,Columbus,Ohio,43229,Other,Atlantic,OTH-GUM-21000,Wonka Gum,1.25,1,0.65,0.6,Secret Factory,41.446333,-90.565487,39,-76,785.2031668,6.413005634,10,15-12-2024
1804,US-2021-106376-CHO-MIL-31000,05-12-2024,Standard Class,106376,United States,Gilbert,Arizona,85234,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,6.186142325,11,16-12-2024
1805,US-2021-140452-CHO-FUD-51000,06-12-2024,Standard Class,140452,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,6.398812919,10,16-12-2024
1806,US-2021-110030-CHO-TRI-54000,06-12-2024,Second Class,110030,United States,Houston,Texas,77095,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,40,-95,948.1977795,4.549307062,6,12-12-2024
1807,US-2021-112872-CHO-NUT-13000,06-12-2024,Second Class,112872,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,4.322741222,6,12-12-2024
1808,US-2021-140452-CHO-SCR-58000,06-12-2024,Standard Class,140452,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,5.740782271,7,13-12-2024
1809,US-2021-140452-CHO-FUD-51000,06-12-2024,Standard Class,140452,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,5.696437341,8,14-12-2024
1810,US-2021-140452-CHO-SCR-58000,06-12-2024,Standard Class,140452,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,5.393582599,9,15-12-2024
1811,US-2021-155390-CHO-MIL-31000,06-12-2024,Standard Class,155390,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,30,-90,546.155462,7.641210879,9,15-12-2024
1812,US-2021-106726-CHO-MIL-31000,06-12-2024,First Class,106726,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,2.528745324,9,15-12-2024
1813,US-2021-112872-CHO-NUT-13000,06-12-2024,Second Class,112872,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,3.530092857,5,11-12-2024
1814,US-2021-140452-CHO-TRI-54000,06-12-2024,Standard Class,140452,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,40,-95,948.1977795,5.083779844,9,15-12-2024
1815,US-2021-140452-CHO-NUT-13000,06-12-2024,Standard Class,140452,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,5.32868667,8,14-12-2024
1816,US-2021-138737-CHO-NUT-13000,07-12-2024,First Class,138737,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,2.93572007,6,13-12-2024
1817,US-2021-154592-CHO-TRI-54000,07-12-2024,First Class,154592,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,1.590889555,8,15-12-2024
1818,US-2021-159681-CHO-MIL-31000,07-12-2024,Standard Class,159681,United States,Virginia Beach,Virginia,23464,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,30,-90,546.155462,8.076892591,9,16-12-2024
1819,US-2021-101392-CHO-MIL-31000,07-12-2024,Standard Class,101392,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,7.498654275,14,21-12-2024
1820,US-2021-135608-CHO-TRI-54000,08-12-2024,Second Class,135608,United States,Olympia,Washington,98502,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,3.763879279,10,18-12-2024
1821,US-2021-144071-CHO-TRI-54000,08-12-2024,Standard Class,144071,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,5.822749049,10,18-12-2024
1822,US-2021-144071-CHO-SCR-58000,08-12-2024,Standard Class,144071,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,5.485545673,7,15-12-2024
1823,US-2021-129364-CHO-NUT-13000,08-12-2024,Standard Class,129364,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,7.460051872,8,16-12-2024
1824,US-2021-129364-CHO-TRI-54000,08-12-2024,Standard Class,129364,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,8.098535123,14,22-12-2024
1825,US-2021-129364-CHO-NUT-13000,08-12-2024,Standard Class,129364,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,7.575617014,8,16-12-2024
1826,US-2021-129364-CHO-MIL-31000,08-12-2024,Standard Class,129364,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,7.121208533,11,19-12-2024
1827,US-2021-135608-CHO-SCR-58000,08-12-2024,Second Class,135608,United States,Olympia,Washington,98502,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,3.083902447,4,12-12-2024
1828,US-2021-104773-CHO-FUD-51000,08-12-2024,Standard Class,104773,United States,Houston,Texas,77041,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,8.87395511,12,20-12-2024
1829,US-2021-129364-CHO-NUT-13000,08-12-2024,Standard Class,129364,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,8.194856767,11,19-12-2024
1830,US-2021-129364-CHO-FUD-51000,08-12-2024,Standard Class,129364,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,6.171288147,9,17-12-2024
1831,US-2021-129364-CHO-SCR-58000,08-12-2024,Standard Class,129364,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,36,10,25,11,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,8.919881317,10,18-12-2024
1832,US-2021-129364-CHO-SCR-58000,08-12-2024,Standard Class,129364,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,7.407526359,8,16-12-2024
1833,US-2021-169649-CHO-FUD-51000,09-12-2024,Standard Class,169649,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,7.329690633,11,20-12-2024
1834,US-2021-138128-CHO-FUD-51000,09-12-2024,Standard Class,138128,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,7.992292718,13,22-12-2024
1835,US-2021-169649-CHO-FUD-51000,09-12-2024,Standard Class,169649,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,8.247079152,11,20-12-2024
1836,US-2021-109932-CHO-FUD-51000,09-12-2024,First Class,109932,United States,Brownsville,Texas,78521,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,2.312957215,4,13-12-2024
1837,US-2021-104976-CHO-TRI-54000,09-12-2024,Standard Class,104976,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,5.512382985,10,19-12-2024
1838,US-2021-109932-CHO-MIL-31000,09-12-2024,First Class,109932,United States,Brownsville,Texas,78521,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,40,-95,948.1977795,1.676535012,4,13-12-2024
1839,US-2021-101175-CHO-NUT-13000,09-12-2024,Standard Class,101175,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,8.712334561,11,20-12-2024
1840,US-2021-138128-CHO-TRI-54000,09-12-2024,Standard Class,138128,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,5.898462447,8,17-12-2024
1841,US-2021-112991-CHO-MIL-31000,10-12-2024,Standard Class,112991,United States,Caldwell,Idaho,83605,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,6.488668095,13,23-12-2024
1842,US-2021-148488-CHO-MIL-31000,10-12-2024,Standard Class,148488,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,6.728307532,8,18-12-2024
1843,US-2021-112991-CHO-MIL-31000,10-12-2024,Standard Class,112991,United States,Caldwell,Idaho,83605,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,6.757619959,11,21-12-2024
1844,US-2021-112991-CHO-SCR-58000,10-12-2024,Standard Class,112991,United States,Caldwell,Idaho,83605,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,7.45175833,10,20-12-2024
1845,US-2021-148488-CHO-TRI-54000,10-12-2024,Standard Class,148488,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,8.772303351,11,21-12-2024
1846,US-2021-168494-CHO-TRI-54000,12-12-2024,Second Class,168494,United States,Fresno,California,93727,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,3.481385424,8,20-12-2024
1847,US-2021-113320-CHO-FUD-51000,12-12-2024,Second Class,113320,United States,Oakland,California,94601,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,3.243002753,5,17-12-2024
1848,US-2021-141607-CHO-NUT-13000,12-12-2024,Standard Class,141607,United States,Concord,California,94521,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,5.789881959,7,19-12-2024
1849,US-2021-113320-CHO-NUT-13000,12-12-2024,Second Class,113320,United States,Oakland,California,94601,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,4.7738498,7,19-12-2024
1850,US-2021-168494-CHO-MIL-31000,12-12-2024,Second Class,168494,United States,Fresno,California,93727,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,39,12,25.32,13.68,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,4.291621625,9,21-12-2024
1851,US-2021-168494-CHO-NUT-13000,12-12-2024,Second Class,168494,United States,Fresno,California,93727,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,3.571813578,6,18-12-2024
1852,US-2021-122959-CHO-MIL-31000,12-12-2024,Same Day,122959,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,40,-95,948.1977795,0.815946939,2,14-12-2024
1853,US-2021-107573-CHO-SCR-58000,12-12-2024,Standard Class,107573,United States,Miami,Florida,33178,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,30,-90,1295.276468,8.445479985,11,23-12-2024
1854,US-2021-113320-CHO-SCR-58000,12-12-2024,Second Class,113320,United States,Oakland,California,94601,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,4.693028677,8,20-12-2024
1855,US-2021-124079-CHO-MIL-31000,13-12-2024,Standard Class,124079,United States,Phoenix,Arizona,85023,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,8.675706135,15,28-12-2024
1856,US-2021-102631-OTH-GUM-21000,13-12-2024,Standard Class,102631,United States,Chicago,Illinois,60623,Other,Interior,OTH-GUM-21000,Wonka Gum,3.75,3,1.95,1.8,Secret Factory,41.446333,-90.565487,40,-95,252.5813178,6.008964081,6,19-12-2024
1857,US-2021-124079-CHO-TRI-54000,13-12-2024,Standard Class,124079,United States,Phoenix,Arizona,85023,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,8.020167715,12,25-12-2024
1858,US-2021-129819-CHO-NUT-13000,13-12-2024,Second Class,129819,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,Lot's O' Nuts,32.881893,-111.768036,30,-90,1295.276468,3.921078995,7,20-12-2024
1859,US-2021-113579-CHO-SCR-58000,13-12-2024,Second Class,113579,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15,6.6,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,4.683997106,7,20-12-2024
1860,US-2021-154186-CHO-MIL-31000,13-12-2024,Second Class,154186,United States,Houston,Texas,77070,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,32.076176,-81.088371,40,-95,948.1977795,4.456981354,8,21-12-2024
1861,US-2021-116568-CHO-FUD-51000,14-12-2024,Standard Class,116568,United States,Deltona,Florida,32725,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036,30,-90,1295.276468,8.105789786,12,26-12-2024
1862,US-2021-123519-CHO-NUT-13000,14-12-2024,Standard Class,123519,United States,Marion,Ohio,43302,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,7.624647351,12,26-12-2024
